table_id,row_id,institution_name_full_path,institution_name_level_1,institution_name_level_2,institution_name_hierarchy_depth,field_all_agencies,field_dod,field_doe,field_ed,field_hhs,field_nasa,field_nsf,field_usda,field_all_other_agenciesa
5020,r001,All nonprofit institutions,All nonprofit institutions,,1,8328518,1642656,113114,46460,5452631,123597,195993,46714,707355
5020,r002,All nonprofit institutions -> Patient-Centered Outcomes Research Institute<sup>b</sup>,All nonprofit institutions,Patient-Centered Outcomes Research Institute<sup>b</sup>,2,578430,0,0,0,0,0,0,0,578430
5020,r003,All nonprofit institutions -> Massachusetts General Hospital,All nonprofit institutions,Massachusetts General Hospital,2,515859,28289,0,0,487202,0,367,0,0
5020,r004,All nonprofit institutions -> Henry M. Jackson Foundation for the Advancement of Military Medicine,All nonprofit institutions,Henry M. Jackson Foundation for the Advancement of Military Medicine,2,367818,345252,0,0,22566,0,0,0,0
5020,r005,All nonprofit institutions -> Brigham and Women's Hospital,All nonprofit institutions,Brigham and Women's Hospital,2,342920,16173,0,0,323784,573,450,0,1940
5020,r006,All nonprofit institutions -> Mayo Clinic,All nonprofit institutions,Mayo Clinic,2,317063,30067,0,0,286846,0,150,0,0
5020,r007,All nonprofit institutions -> Fred Hutchinson Cancer Research Center,All nonprofit institutions,Fred Hutchinson Cancer Research Center,2,304242,7377,0,0,295659,0,1206,0,0
5020,r008,All nonprofit institutions -> Children's Hospital Corp.,All nonprofit institutions,Children's Hospital Corp.,2,210514,21716,0,0,188363,0,435,0,0
5020,r009,"All nonprofit institutions -> Battelle Memorial Institute, all locations",All nonprofit institutions,"Battelle Memorial Institute, all locations",2,191299,149232,22453,0,17509,65,74,0,1966
5020,r010,All nonprofit institutions -> Children's Hospital of Philadelphia,All nonprofit institutions,Children's Hospital of Philadelphia,2,190918,2247,0,2159,186022,0,285,180,25
5020,r011,All nonprofit institutions -> SRI International,All nonprofit institutions,SRI International,2,177145,112885,0,3692,50202,0,10365,0,0
5020,r012,All nonprofit institutions -> Memorial Sloan Kettering Cancer Center,All nonprofit institutions,Memorial Sloan Kettering Cancer Center,2,172559,9764,0,0,162540,0,255,0,0
5020,r013,All nonprofit institutions -> Dana-Farber Cancer Institute,All nonprofit institutions,Dana-Farber Cancer Institute,2,166232,10968,0,0,155127,0,137,0,0
5020,r014,All nonprofit institutions -> Cincinnati Children's Hospital Medical Center,All nonprofit institutions,Cincinnati Children's Hospital Medical Center,2,163840,1371,0,722,161748,0,0,0,0
5020,r015,All nonprofit institutions -> National Center for Manufacturing Sciences Inc.,All nonprofit institutions,National Center for Manufacturing Sciences Inc.,2,160241,160241,0,0,0,0,0,0,0
5020,r016,All nonprofit institutions -> Broad Institute,All nonprofit institutions,Broad Institute,2,143299,2535,0,0,140564,200,0,0,0
5020,r017,All nonprofit institutions -> Research Triangle Institute,All nonprofit institutions,Research Triangle Institute,2,134922,14516,0,1295,117927,629,342,0,213
5020,r018,"All nonprofit institutions -> Beth Israel Deaconess Medical Center, Boston",All nonprofit institutions,"Beth Israel Deaconess Medical Center, Boston",2,130348,1486,0,0,128862,0,0,0,0
5020,r019,All nonprofit institutions -> St. Jude Children's Research Hospital,All nonprofit institutions,St. Jude Children's Research Hospital,2,100357,0,0,0,100357,0,0,0,0
5020,r020,All nonprofit institutions -> Kaiser Permanente,All nonprofit institutions,Kaiser Permanente,2,99253,0,0,0,99253,0,0,0,0
5020,r021,All nonprofit institutions -> Cedars-Sinai Medical Center,All nonprofit institutions,Cedars-Sinai Medical Center,2,95165,24279,0,0,70886,0,0,0,0
5020,r022,"All nonprofit institutions -> Seattle Children's Hospital, Research, and Foundation",All nonprofit institutions,"Seattle Children's Hospital, Research, and Foundation",2,91364,0,0,0,91003,0,361,0,0
5020,r023,All nonprofit institutions -> Salk Institute for Biological Studies,All nonprofit institutions,Salk Institute for Biological Studies,2,79275,4185,0,0,74311,0,780,0,0
5020,r024,All nonprofit institutions -> Jackson Laboratory,All nonprofit institutions,Jackson Laboratory,2,77755,851,0,0,76447,0,457,0,0
5020,r025,All nonprofit institutions -> Logistics Management Institute,All nonprofit institutions,Logistics Management Institute,2,73441,72811,0,0,0,630,0,0,0
5020,r026,"All nonprofit institutions -> City of Hope, Beckman Research Institute",All nonprofit institutions,"City of Hope, Beckman Research Institute",2,73066,5489,0,0,67576,0,0,0,0
5020,r027,All nonprofit institutions -> All other nonprofit institutions,All nonprofit institutions,All other nonprofit institutions,2,3371194,620922,90661,38591,2147877,121500,180328,46534,124781
