table_id,row_id,time_period,all_doctoral_scientists_and_engineers_level_1,all_doctoral_scientists_and_engineers_level_2,all_doctoral_scientists_and_engineers_level_3,all_doctoral_scientists_and_engineers_hierarchy_depth,value
6337,r001,Total,All doctoral scientists and engineers,Total,,2,856050
6337,r002,Total,All doctoral scientists and engineers,SE,,2,1500
6337,r003,Total,In United States in 2015,Total,Number,3,742750
6337,r004,Total,In United States in 2015,Total,SE,3,1850
6337,r005,Total,In United States in 2015,In United States in 2017,Number,3,734000
6337,r006,Total,In United States in 2015,In United States in 2017,SE,3,1950
6337,r007,Total,In United States in 2015,Out of United States in 2017,Number,3,8750
6337,r008,Total,In United States in 2015,Out of United States in 2017,SE,3,600
6337,r009,Total,In United States in 2015,In United States in 2019,Number,3,733300
6337,r010,Total,In United States in 2015,In United States in 2019,SE,3,1925
6337,r011,Total,In United States in 2015,Out of United States in 2019,Number,3,9450
6337,r012,Total,In United States in 2015,Out of United States in 2019,SE,3,525
6337,r013,Total,Out of United States in 2015,Total,Number,3,113300
6337,r014,Total,Out of United States in 2015,Total,SE,3,1250
6337,r015,Total,Out of United States in 2015,In United States in 2017,Number,3,8150
6337,r016,Total,Out of United States in 2015,In United States in 2017,SE,3,500
6337,r017,Total,Out of United States in 2015,Out of United States in 2017,Number,3,105150
6337,r018,Total,Out of United States in 2015,Out of United States in 2017,SE,3,1175
6337,r019,Total,Out of United States in 2015,In United States in 2019,Number,3,10700
6337,r020,Total,Out of United States in 2015,In United States in 2019,SE,3,550
6337,r021,Total,Out of United States in 2015,Out of United States in 2019,Number,3,102600
6337,r022,Total,Out of United States in 2015,Out of United States in 2019,SE,3,1250
6337,r023,Total -> Gender -> Male,All doctoral scientists and engineers,Total,,2,556750
6337,r024,Total -> Gender -> Male,All doctoral scientists and engineers,SE,,2,1475
6337,r025,Total -> Gender -> Male,In United States in 2015,Total,Number,3,473050
6337,r026,Total -> Gender -> Male,In United States in 2015,Total,SE,3,1775
6337,r027,Total -> Gender -> Male,In United States in 2015,In United States in 2017,Number,3,466600
6337,r028,Total -> Gender -> Male,In United States in 2015,In United States in 2017,SE,3,1800
6337,r029,Total -> Gender -> Male,In United States in 2015,Out of United States in 2017,Number,3,6450
6337,r030,Total -> Gender -> Male,In United States in 2015,Out of United States in 2017,SE,3,525
6337,r031,Total -> Gender -> Male,In United States in 2015,In United States in 2019,Number,3,466300
6337,r032,Total -> Gender -> Male,In United States in 2015,In United States in 2019,SE,3,1775
6337,r033,Total -> Gender -> Male,In United States in 2015,Out of United States in 2019,Number,3,6750
6337,r034,Total -> Gender -> Male,In United States in 2015,Out of United States in 2019,SE,3,500
6337,r035,Total -> Gender -> Male,Out of United States in 2015,Total,Number,3,83700
6337,r036,Total -> Gender -> Male,Out of United States in 2015,Total,SE,3,1225
6337,r037,Total -> Gender -> Male,Out of United States in 2015,In United States in 2017,Number,3,5850
6337,r038,Total -> Gender -> Male,Out of United States in 2015,In United States in 2017,SE,3,450
6337,r039,Total -> Gender -> Male,Out of United States in 2015,Out of United States in 2017,Number,3,77850
6337,r040,Total -> Gender -> Male,Out of United States in 2015,Out of United States in 2017,SE,3,1150
6337,r041,Total -> Gender -> Male,Out of United States in 2015,In United States in 2019,Number,3,7600
6337,r042,Total -> Gender -> Male,Out of United States in 2015,In United States in 2019,SE,3,500
6337,r043,Total -> Gender -> Male,Out of United States in 2015,Out of United States in 2019,Number,3,76100
6337,r044,Total -> Gender -> Male,Out of United States in 2015,Out of United States in 2019,SE,3,1225
6337,r045,Total -> Gender -> Female,All doctoral scientists and engineers,Total,,2,299300
6337,r046,Total -> Gender -> Female,All doctoral scientists and engineers,SE,,2,950
6337,r047,Total -> Gender -> Female,In United States in 2015,Total,Number,3,269700
6337,r048,Total -> Gender -> Female,In United States in 2015,Total,SE,3,1125
6337,r049,Total -> Gender -> Female,In United States in 2015,In United States in 2017,Number,3,267400
6337,r050,Total -> Gender -> Female,In United States in 2015,In United States in 2017,SE,3,1150
6337,r051,Total -> Gender -> Female,In United States in 2015,Out of United States in 2017,Number,3,2300
6337,r052,Total -> Gender -> Female,In United States in 2015,Out of United States in 2017,SE,3,275
6337,r053,Total -> Gender -> Female,In United States in 2015,In United States in 2019,Number,3,267000
6337,r054,Total -> Gender -> Female,In United States in 2015,In United States in 2019,SE,3,1175
6337,r055,Total -> Gender -> Female,In United States in 2015,Out of United States in 2019,Number,3,2700
6337,r056,Total -> Gender -> Female,In United States in 2015,Out of United States in 2019,SE,3,300
6337,r057,Total -> Gender -> Female,Out of United States in 2015,Total,Number,3,29600
6337,r058,Total -> Gender -> Female,Out of United States in 2015,Total,SE,3,700
6337,r059,Total -> Gender -> Female,Out of United States in 2015,In United States in 2017,Number,3,2300
6337,r060,Total -> Gender -> Female,Out of United States in 2015,In United States in 2017,SE,3,225
6337,r061,Total -> Gender -> Female,Out of United States in 2015,Out of United States in 2017,Number,3,27250
6337,r062,Total -> Gender -> Female,Out of United States in 2015,Out of United States in 2017,SE,3,700
6337,r063,Total -> Gender -> Female,Out of United States in 2015,In United States in 2019,Number,3,3050
6337,r064,Total -> Gender -> Female,Out of United States in 2015,In United States in 2019,SE,3,275
6337,r065,Total -> Gender -> Female,Out of United States in 2015,Out of United States in 2019,Number,3,26500
6337,r066,Total -> Gender -> Female,Out of United States in 2015,Out of United States in 2019,SE,3,700
6337,r067,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,All doctoral scientists and engineers,Total,,2,43100
6337,r068,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,All doctoral scientists and engineers,SE,,2,475
6337,r069,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,In United States in 2015,Total,Number,3,32000
6337,r070,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,In United States in 2015,Total,SE,3,525
6337,r071,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,In United States in 2015,In United States in 2017,Number,3,31350
6337,r072,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,In United States in 2015,In United States in 2017,SE,3,550
6337,r073,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,In United States in 2015,Out of United States in 2017,Number,3,600
6337,r074,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,In United States in 2015,Out of United States in 2017,SE,3,100
6337,r075,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,In United States in 2015,In United States in 2019,Number,3,31300
6337,r076,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,In United States in 2015,In United States in 2019,SE,3,550
6337,r077,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,In United States in 2015,Out of United States in 2019,Number,3,650
6337,r078,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,In United States in 2015,Out of United States in 2019,SE,3,100
6337,r079,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Out of United States in 2015,Total,Number,3,11100
6337,r080,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Out of United States in 2015,Total,SE,3,425
6337,r081,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Out of United States in 2015,In United States in 2017,Number,3,650
6337,r082,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Out of United States in 2015,In United States in 2017,SE,3,100
6337,r083,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Out of United States in 2015,Out of United States in 2017,Number,3,10500
6337,r084,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Out of United States in 2015,Out of United States in 2017,SE,3,400
6337,r085,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Out of United States in 2015,In United States in 2019,Number,3,950
6337,r086,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Out of United States in 2015,In United States in 2019,SE,3,175
6337,r087,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Out of United States in 2015,Out of United States in 2019,Number,3,10200
6337,r088,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Out of United States in 2015,Out of United States in 2019,SE,3,375
6337,r089,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,All doctoral scientists and engineers,Total,,2,2450
6337,r090,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,All doctoral scientists and engineers,SE,,2,200
6337,r091,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,In United States in 2015,Total,Number,3,2300
6337,r092,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,In United States in 2015,Total,SE,3,200
6337,r093,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,In United States in 2015,In United States in 2017,Number,3,2300
6337,r094,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,In United States in 2015,In United States in 2017,SE,3,175
6337,r095,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,In United States in 2015,In United States in 2019,Number,3,2300
6337,r096,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,In United States in 2015,In United States in 2019,SE,3,175
6337,r097,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Out of United States in 2015,Total,Number,3,100
6337,r098,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Out of United States in 2015,Total,SE,3,75
6337,r099,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Out of United States in 2015,Out of United States in 2017,Number,3,100
6337,r100,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Out of United States in 2015,Out of United States in 2017,SE,3,75
6337,r101,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Out of United States in 2015,Out of United States in 2019,Number,3,100
6337,r102,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Out of United States in 2015,Out of United States in 2019,SE,3,75
6337,r103,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,All doctoral scientists and engineers,Total,,2,237150
6337,r104,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,All doctoral scientists and engineers,SE,,2,1000
6337,r105,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,In United States in 2015,Total,Number,3,180050
6337,r106,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,In United States in 2015,Total,SE,3,1300
6337,r107,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,In United States in 2015,In United States in 2017,Number,3,176050
6337,r108,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,In United States in 2015,In United States in 2017,SE,3,1375
6337,r109,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,In United States in 2015,Out of United States in 2017,Number,3,4050
6337,r110,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,In United States in 2015,Out of United States in 2017,SE,3,450
6337,r111,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,In United States in 2015,In United States in 2019,Number,3,175900
6337,r112,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,In United States in 2015,In United States in 2019,SE,3,1350
6337,r113,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,In United States in 2015,Out of United States in 2019,Number,3,4150
6337,r114,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,In United States in 2015,Out of United States in 2019,SE,3,450
6337,r115,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Out of United States in 2015,Total,Number,3,57100
6337,r116,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Out of United States in 2015,Total,SE,3,1000
