table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
6095,r001,Institutions,Institutions,,,,1,69,9.7,59,8.3
6095,r002,Schools,Schools,,,,1,70,8.7,59,7.3
6095,r003,Units,Units,,,,1,259,1.2,236,1.1
6095,r004,All individuals,All individuals,,,,1,1678,100.0,964,100.0
6095,r005,All individuals -> Male,All individuals,Male,,,2,861,51.3,493,51.1
6095,r006,All individuals -> Female,All individuals,Female,,,2,817,48.7,471,48.9
6095,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,851,50.7,na,na
6095,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,73,4.4,na,na
6095,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
6095,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,5,0.3,na,na
6095,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,150,8.9,na,na
6095,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,14,0.8,na,na
6095,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,0,0.0,na,na
6095,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,498,29.7,na,na
6095,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,12,0.7,na,na
6095,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,99,5.9,na,na
6095,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,827,49.3,na,na
6095,r018,Primary source of support,Primary source of support,,,,1,,,,
6095,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,721,43.0,na,na
6095,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,697,41.5,na,na
6095,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,1,0.1,na,na
6095,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,259,15.4,na,na
6095,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
6095,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,161,9.6,na,na
6095,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,971,57.9,na,na
6095,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,99,5.9,na,na
6095,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,447,26.6,na,na
6095,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
6095,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,919,54.8,677,70.2
6095,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,104,6.2,118,12.2
6095,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,10,0.6,9,0.9
6095,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,645,38.4,160,16.6
6095,r033,Degree origin,Degree origin,,,,1,,,,
6095,r034,Degree origin -> United States,Degree origin,United States,,,2,483,28.8,na,na
6095,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,265,15.8,na,na
6095,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,930,55.4,na,na
