table_id,row_id,time_period,column_level_1,column_level_2,column_level_3,column_level_4,column_hierarchy_depth,value
8295,r001,2000,Total,,,,1,56651
8295,r002,2000,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,3018
8295,r003,2000,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,5.3
8295,r004,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,208
8295,r005,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.4
8295,r006,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,6909
8295,r007,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,12.2
8295,r008,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,2977
8295,r009,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,5.3
8295,r010,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,305
8295,r011,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.5
8295,r012,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,39083
8295,r013,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,69.0
8295,r014,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,40
8295,r015,2000,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
8295,r016,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,4111
8295,r017,2000,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,7.3
8295,r018,2001,Total,,,,1,56890
8295,r019,2001,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,3183
8295,r020,2001,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,5.6
8295,r021,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,227
8295,r022,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Percent,4,0.4
8295,r023,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Number,4,7769
8295,r024,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Asian,Percent,4,13.7
8295,r025,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Number,4,2915
8295,r026,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Black or African American,Percent,4,5.1
8295,r027,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Number,4,157
8295,r028,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Percent,4,0.3
8295,r029,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Number,4,38459
8295,r030,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,White,Percent,4,67.6
8295,r031,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Number,4,35
8295,r032,2001,U.S. citizens and permanent residents,Not Hispanic or Latino,More than one race,Percent,4,0.1
8295,r033,2001,U.S. citizens and permanent residents,Unknown ethnicity and race,Number,,3,4145
8295,r034,2001,U.S. citizens and permanent residents,Unknown ethnicity and race,Percent,,3,7.3
8295,r035,2002,Total,,,,1,61277
8295,r036,2002,U.S. citizens and permanent residents,Hispanic or Latino,Number,,3,3461
8295,r037,2002,U.S. citizens and permanent residents,Hispanic or Latino,Percent,,3,5.6
8295,r038,2002,U.S. citizens and permanent residents,Not Hispanic or Latino,American Indian or Alaska Native,Number,4,244
