table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_postdoctoral_appointees_number,field_postdoctoral_appointees_percent,field_doctorate_holding_nonfaculty_researchers_number,field_doctorate_holding_nonfaculty_researchers_percent
6121,r001,Institutions,Institutions,,,,1,121,17.0,88,12.4
6121,r002,Schools,Schools,,,,1,122,15.1,89,11.0
6121,r003,Units,Units,,,,1,175,0.8,127,0.6
6121,r004,All individuals,All individuals,,,,1,1006,100.0,488,100.0
6121,r005,All individuals -> Male,All individuals,Male,,,2,723,71.9,370,75.8
6121,r006,All individuals -> Female,All individuals,Female,,,2,283,28.1,118,24.2
6121,r007,All individuals -> U.S. citizens and permanent residents<sup>a</sup>,All individuals,U.S. citizens and permanent residents<sup>a</sup>,,,2,339,33.7,na,na
6121,r008,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,3,19,1.9,na,na
6121,r009,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,3,,,,
6121,r010,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,4,1,0.1,na,na
6121,r011,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,4,76,7.6,na,na
6121,r012,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,4,5,0.5,na,na
6121,r013,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,4,2,0.2,na,na
6121,r014,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,4,189,18.8,na,na
6121,r015,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,4,9,0.9,na,na
6121,r016,All individuals -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All individuals,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,3,38,3.8,na,na
6121,r017,All individuals -> Temporary visa holders,All individuals,Temporary visa holders,,,2,667,66.3,na,na
6121,r018,Primary source of support,Primary source of support,,,,1,,,,
6121,r019,Primary source of support -> Federal,Primary source of support,Federal,,,2,377,37.5,na,na
6121,r020,Primary source of support -> Nonfederal<sup>b</sup>,Primary source of support,Nonfederal<sup>b</sup>,,,2,545,54.2,na,na
6121,r021,Primary source of support -> Personal resources,Primary source of support,Personal resources,,,2,2,0.2,na,na
6121,r022,Primary source of support -> Unknown or not stated,Primary source of support,Unknown or not stated,,,2,82,8.2,na,na
6121,r023,Primary mechanism of support,Primary mechanism of support,,,,1,,,,
6121,r024,Primary mechanism of support -> Fellowships,Primary mechanism of support,Fellowships,,,2,75,7.5,na,na
6121,r025,Primary mechanism of support -> Research grants,Primary mechanism of support,Research grants,,,2,767,76.2,na,na
6121,r026,Primary mechanism of support -> Traineeships,Primary mechanism of support,Traineeships,,,2,11,1.1,na,na
6121,r027,Primary mechanism of support -> Other types of support,Primary mechanism of support,Other types of support,,,2,153,15.2,na,na
6121,r028,Degree type<sup>c</sup>,Degree type<sup>c</sup>,,,,1,,,,
6121,r029,Degree type<sup>c</sup> -> Doctoral degree,Degree type<sup>c</sup>,Doctoral degree,,,2,825,82.0,419,85.9
6121,r030,Degree type<sup>c</sup> -> Professional degree,Degree type<sup>c</sup>,Professional degree,,,2,5,0.5,23,4.7
6121,r031,Degree type<sup>c</sup> -> Dual degree,Degree type<sup>c</sup>,Dual degree,,,2,6,0.6,2,0.4
6121,r032,Degree type<sup>c</sup> -> Doctoral degree type unknown,Degree type<sup>c</sup>,Doctoral degree type unknown,,,2,170,16.9,44,9.0
6121,r033,Degree origin,Degree origin,,,,1,,,,
6121,r034,Degree origin -> United States,Degree origin,United States,,,2,496,49.3,na,na
6121,r035,Degree origin -> Foreign country,Degree origin,Foreign country,,,2,204,20.3,na,na
6121,r036,Degree origin -> Unknown,Degree origin,Unknown,,,2,306,30.4,na,na
