table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
7969,r001,All institutions,All institutions,,1,-,"['5,590,273', '']","['77,519', '']","['130,770', '']","['3,649,996', '']","['37,883', '']","['239,440', '']","['77,025', '']","['427,640', '']","['45,340', '']","['377,776', '']","['526,884', '']"
7969,r002,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,1,"['254,406', '']","['0', '']","['0', '']","['244,841', '']","['0', '']","['9,565', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7969,r003,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,2,"['212,584', '']","['2,022', '']","['9,823', '']","['172,777', '']","['420', '']","['3,375', '']","['208', '']","['4,979', '']","['0', '']","['8,134', '']","['10,846', '']"
7969,r004,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,3,"['194,232', '']","['705', '']","['1,941', '']","['146,376', '']","['1,037', '']","['2,176', '']","['2,971', '']","['14,840', '']","['2,278', '']","['7,360', '']","['14,548', '']"
7969,r005,All institutions -> Stanford U.,All institutions,Stanford U.,2,4,"['186,565', '']","['2,057', '']","['7,004', '']","['123,010', '']","['365', '']","['15,352', '']","['3,022', '']","['10,369', '']","['225', '']","['14,326', '']","['10,835', '']"
7969,r006,All institutions -> Harvard U.,All institutions,Harvard U.,2,5,"['172,327', '']","['1,029', '']","['4,117', '']","['84,867', '']","['708', '']","['13,487', '']","['458', '']","['38,433', '']","['106', '']","['3,191', '']","['25,931', '']"
7969,r007,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,6,"['145,027', '']","['789', '']","['741', '']","['129,045', '']","['323', '']","['4,155', '']","['243', '']","['2,160', '']","['313', '']","['3,907', '']","['3,351', '']"
7969,r008,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,7,"['137,896', '']","['6,434', '']","['625', '']","['46,602', '']","['636', '']","['16,545', '']","['3,705', '']","['17,566', '']","['8,314', '']","['20,653', '']","['16,816', '']"
7969,r009,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,8,"['117,817', '']","['2,560', '']","['2,847', '']","['69,112', '']","['880', '']","['5,961', '']","['1,678', '']","['8,319', '']","['3,162', '']","['8,746', '']","['14,552', '']"
7969,r010,All institutions -> Cornell U.,All institutions,Cornell U.,2,9,"['115,910', '']","['1,474', '']","['190', '']","['100,108', '']","['23', '']","['2,950', '']","['488', '']","['2,115', '']","['0', '']","['4,168', '']","['4,394', '']"
7969,r011,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,10,"['111,885', '']","['397', '']","['699', '']","['85,922', '']","['937', '']","['2,335', '']","['2,182', '']","['5,258', '']","['0', '']","['3,277', '']","['10,878', '']"
7969,r012,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,11,"['106,884', '']","['821', '']","['15,585', '']","['60,337', '']","['542', '']","['2,722', '']","['518', '']","['5,380', '']","['0', '']","['3,717', '']","['17,262', '']"
7969,r013,All institutions -> Duke U.,All institutions,Duke U.,2,12,"['98,223', '']","['53', '']","['689', '']","['77,672', '']","['1,268', '']","['264', '']","['675', '']","['7,416', '']","['0', '']","['5,445', '']","['4,741', '']"
7969,r014,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,13,"['92,386', '']","['3,764', '']","['3,653', '']","['15,481', '']","['2,052', '']","['6,649', '']","['0', '']","['25,363', '']","['1,169', '']","['22,666', '']","['11,589', '']"
7969,r015,All institutions -> Yale U.,All institutions,Yale U.,2,14,"['92,343', '']","['75', '']","['137', '']","['76,192', '']","['475', '']","['3,676', '']","['764', '']","['2,626', '']","['0', '']","['1,248', '']","['7,150', '']"
7969,r016,All institutions -> New York U.,All institutions,New York U.,2,15,"['90,401', '']","['1,465', '']","['9', '']","['56,473', '']","['1,908', '']","['1,392', '']","['2,902', '']","['5,353', '']","['0', '']","['2,068', '']","['18,831', '']"
7969,r017,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,16,"['87,380', '']","['582', '']","['3,582', '']","['51,792', '']","['217', '']","['10,401', '']","['835', '']","['4,725', '']","['79', '']","['13,752', '']","['1,415', '']"
7969,r018,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,17,"['85,060', '']","['32', '']","['189', '']","['77,755', '']","['1', '']","['822', '']","['260', '']","['372', '']","['0', '']","['1,809', '']","['3,820', '']"
7969,r019,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,18,"['79,885', '']","['1,570', '']","['119', '']","['52,119', '']","['62', '']","['1,921', '']","['4,813', '']","['10,279', '']","['0', '']","['1,268', '']","['7,734', '']"
7969,r020,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,19,"['70,216', '']","['943', '']","['9', '']","['60,589', '']","['107', '']","['521', '']","['486', '']","['3,736', '']","['566', '']","['814', '']","['2,445', '']"
7969,r021,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,20,"['65,217', '']","['4', '']","['110', '']","['58,812', '']","['258', '']","['648', '']","['38', '']","['857', '']","['2,352', '']","['1,031', '']","['1,107', '']"
7969,r022,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,21,"['63,650', '']","['999', '']","['179', '']","['40,339', '']","['256', '']","['1,863', '']","['1,045', '']","['8,350', '']","['0', '']","['6,294', '']","['4,325', '']"
7969,r023,All institutions -> Emory U.,All institutions,Emory U.,2,22,"['62,768', '']","['104', '']","['88', '']","['59,602', '']","['94', '']","['334', '']","['278', '']","['408', '']","['0', '']","['359', '']","['1,501', '']"
7969,r024,All institutions -> Princeton U.,All institutions,Princeton U.,2,23,"['57,700', '']","['1,423', '']","['1,406', '']","['12,569', '']","['1,537', '']","['8,645', '']","['789', '']","['25,771', '']","['0', '']","['2,749', '']","['2,811', '']"
7969,r025,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,24,"['57,585', '']","['14,532', '']","['0', '']","['15,793', '']","['2,245', '']","['142', '']","['0', '']","['13,832', '']","['0', '']","['0', '']","['11,041', '']"
7969,r026,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,25,"['56,958', '']","['1,108', '']","['1,767', '']","['13,728', '']","['142', '']","['1,277', '']","['1,676', '']","['6,654', '']","['7,589', '']","['6,723', '']","['16,294', '']"
7969,r027,All institutions -> U. Southern California,All institutions,U. Southern California,2,26,"['56,073', '']","['302', '']","['650', '']","['32,749', '']","['63', '']","['388', '']","['730', '']","['9,886', '']","['10', '']","['1,378', '']","['9,917', '']"
7969,r028,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,27,"['52,491', '']","['0', '']","['0', '']","['52,491', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7969,r029,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,28,"['50,022', '']","['123', '']","['76', '']","['38,762', '']","['14', '']","['1,544', '']","['142', '']","['1,366', '']","['1,141', '']","['3,548', '']","['3,306', '']"
7969,r030,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,29,"['49,049', '']","['158', '']","['1,375', '']","['31,617', '']","['514', '']","['1,413', '']","['378', '']","['1,529', '']","['0', '']","['1,984', '']","['10,081', '']"
7969,r031,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,30,"['48,513', '']","['0', '']","['0', '']","['48,513', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7969,r032,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,31,"['48,289', '']","['0', '']","['0', '']","['48,289', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7969,r033,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,32,"['47,355', '']","['674', '']","['8,441', '']","['17,651', '']","['313', '']","['12,816', '']","['0', '']","['0', '']","['0', '']","['3,030', '']","['4,430', '']"
7969,r034,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,33,"['47,280', '']","['7', '']","['239', '']","['33,657', '']","['133', '']","['4,042', '']","['24', '']","['1,665', '']","['1,992', '']","['1,933', '']","['3,588', '']"
7969,r035,All institutions -> U. Florida,All institutions,U. Florida,2,34,"['46,582', '']","['95', '']","['156', '']","['41,129', '']","['68', '']","['427', '']","['286', '']","['1,097', '']","['0', '']","['1,689', '']","['1,635', '']"
7969,r036,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,35,"['45,879', '']","['321', '']","['10', '']","['35,699', '']","['630', '']","['164', '']","['1,348', '']","['2,325', '']","['849', '']","['1,968', '']","['2,565', '']"
7969,r037,All institutions -> U. Colorado Anschutz Medical Campus<sup>b</sup>,All institutions,U. Colorado Anschutz Medical Campus<sup>b</sup>,2,36,"['45,580', '']","['0', '']","['0', '']","['45,351', '']","['0', '']","['39', '']","['0', '']","['22', '']","['0', '']","['0', '']","['168', '']"
7969,r038,All institutions -> Boston U.,All institutions,Boston U.,2,37,"['45,146', '']","['95', '']","['191', '']","['33,748', '']","['580', '']","['1,260', '']","['1,597', '']","['2,035', '']","['81', '']","['1,479', '']","['4,080', '']"
7969,r039,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,38,"['45,135', '']","['72', '']","['1,877', '']","['14,250', '']","['76', '']","['5,128', '']","['342', '']","['1,390', '']","['53', '']","['20,619', '']","['1,328', '']"
7969,r040,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,39,"['44,693', '']","['65', '']","['1,546', '']","['34,922', '']","['530', '']","['645', '']","['599', '']","['1,081', '']","['0', '']","['2,812', '']","['2,493', '']"
7969,r041,All institutions -> U. Maryland<sup>c</sup>,All institutions,U. Maryland<sup>c</sup>,2,40,"['43,450', '']","['626', '']","['472', '']","['28,029', '']","['196', '']","['1,548', '']","['74', '']","['7,656', '']","['2', '']","['1,522', '']","['3,325', '']"
7969,r042,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,41,"['43,258', '']","['1,414', '']","['2,040', '']","['9,293', '']","['6,226', '']","['4,112', '']","['275', '']","['3,716', '']","['290', '']","['8,203', '']","['7,689', '']"
7969,r043,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,42,"['41,462', '']","['0', '']","['0', '']","['41,462', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7969,r044,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,43,"['38,816', '']","['13', '']","['78', '']","['32,619', '']","['17', '']","['314', '']","['38', '']","['3,915', '']","['0', '']","['171', '']","['1,651', '']"
7969,r045,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,44,"['38,301', '']","['0', '']","['206', '']","['37,131', '']","['147', '']","['817', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7969,r046,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,45,"['37,168', '']","['0', '']","['0', '']","['36,321', '']","['0', '']","['0', '']","['60', '']","['0', '']","['0', '']","['773', '']","['14', '']"
7969,r047,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,46,"['34,515', '']","['842', '']","['99', '']","['16,248', '']","['333', '']","['361', '']","['712', '']","['2,937', '']","['418', '']","['1,190', '']","['11,375', '']"
7969,r048,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,47,"['34,512', '']","['2,587', '']","['396', '']","['18,278', '']","['1,401', '']","['2,308', '']","['1,156', '']","['2,205', '']","['142', '']","['1,733', '']","['4,306', '']"
7969,r049,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,48,"['33,562', '']","['1,093', '']","['10', '']","['16,592', '']","['330', '']","['4,567', '']","['395', '']","['539', '']","['327', '']","['6,317', '']","['3,392', '']"
7969,r050,All institutions -> U. Utah,All institutions,U. Utah,2,49,"['33,417', '']","['223', '']","['236', '']","['24,810', '']","['323', '']","['512', '']","['336', '']","['139', '']","['0', '']","['368', '']","['6,470', '']"
7969,r051,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,50,"['32,741', '']","['0', '']","['0', '']","['30,492', '']","['185', '']","['563', '']","['490', '']","['1,011', '']","['0', '']","['0', '']","['0', '']"
